generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_std,mature_agent_count,mature_average_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
1142,1548000,19,11060,11041,2785,1487.3,1244.0,0.4923,0.9463,0.1775,19,0.4923,0.3511,0.4027,0.5497,0.7863,0.1656,1.8938,0.0697,0.3726,0.9236,0.0966,0.0,0.0,0.0,0.2105,0.2632,0.5263,0,0,14,0.8475,0.6614,0.8194,9.4369,0,0
1142,1548500,16,11060,11044,1744,1744.0,1744.0,0.5763,0.8325,0.0982,16,0.5763,0.495,0.5325,0.6138,0.695,0.1703,1.9746,0.0453,0.3911,0.932,0.0792,0.0,0.0,0.0,0.3125,0.25,0.4375,0,3,14,0.8325,0.6649,0.8228,9.2699,50,2
1142,1549000,16,11060,11044,2244,2244.0,2244.0,0.7195,0.8992,0.0902,16,0.7195,0.6242,0.6992,0.7804,0.8492,0.1666,1.6266,0.0405,0.3879,0.936,0.073,0.0,0.0,0.0,0.125,0.25,0.625,0,0,14,0.8325,0.6649,0.8228,9.2699,0,0
1142,1549500,16,11060,11044,2744,2744.0,2744.0,0.8502,0.9659,0.0755,16,0.8502,0.7784,0.8534,0.9159,0.9409,0.1618,1.5016,0.0448,0.3805,0.943,0.0624,0.0,0.0,0.0,0.1875,0.1875,0.625,0,0,14,0.8325,0.6649,0.8228,9.2699,0,0
1143,1550000,20,11080,11060,244,244.0,244.0,0.0898,0.2245,0.0389,20,0.0898,0.0493,0.0746,0.099,0.1243,0.1711,1.7815,0.0106,0.302,0.8778,0.298,0.05,0.0,0.0,0.2,0.2,0.55,20,16,16,0.8845,0.6622,0.8203,9.8496,272,52
1143,1550500,20,11080,11060,744,744.0,744.0,0.2498,0.4256,0.0611,20,0.2498,0.1843,0.2485,0.2752,0.3037,0.1844,2.0772,0.0694,0.3139,0.8503,0.3376,0.05,0.0,0.0,0.2,0.3,0.45,0,0,16,0.8845,0.6622,0.8203,9.8496,0,0
1143,1551000,20,11080,11060,1244,1244.0,1244.0,0.4139,0.6269,0.081,20,0.4139,0.3193,0.4107,0.4568,0.4825,0.1662,1.9772,0.0789,0.233,0.8232,0.3594,0.05,0.0,0.0,0.15,0.25,0.55,0,0,16,0.8845,0.6622,0.8203,9.8496,0,0
1143,1551500,20,11080,11060,1744,1744.0,1744.0,0.5551,0.7575,0.0983,20,0.5551,0.4506,0.5575,0.6075,0.6625,0.1553,1.7388,0.0572,0.1904,0.8111,0.3708,0.05,0.0,0.0,0.1,0.3,0.55,0,0,16,0.8845,0.6622,0.8203,9.8496,0,0
1143,1552000,19,11080,11061,2244,2244.0,2244.0,0.6885,0.8992,0.1268,19,0.6885,0.5131,0.6992,0.7617,0.8492,0.1621,1.8851,0.0655,0.1863,0.7838,0.3873,0.0526,0.0,0.0,0.1579,0.3158,0.4737,0,1,16,0.8776,0.6631,0.8202,9.7727,11,4
1143,1552500,17,11080,11063,2744,2744.0,2744.0,0.8415,0.9659,0.1254,17,0.8415,0.6559,0.8659,0.9409,0.9659,0.157,1.6087,0.0822,0.194,0.8155,0.379,0.0588,0.0,0.0,0.1176,0.2941,0.5294,0,2,16,0.8941,0.6643,0.8211,9.9557,8,3
1144,1553000,19,11100,11081,244,244.0,244.0,0.0891,0.1741,0.0414,19,0.0891,0.0494,0.0743,0.1121,0.1495,0.1973,2.4973,0.0625,0.3323,0.8493,0.3177,0.0,0.0,0.0,0.1579,0.4211,0.4211,20,18,16,0.7995,0.654,0.8111,8.903,285,48
1144,1553500,19,11100,11081,744,744.0,744.0,0.2538,0.424,0.0879,19,0.2538,0.1655,0.2251,0.3223,0.4006,0.1897,2.6101,0.0293,0.3605,0.8487,0.2297,0.0,0.0,0.0,0.2105,0.3158,0.4737,0,0,16,0.7995,0.654,0.8111,8.903,0,0
1144,1554000,17,11100,11083,1244,1244.0,1244.0,0.4143,0.5516,0.0778,17,0.4143,0.3194,0.4026,0.4703,0.5216,0.1889,2.4248,0.0272,0.3742,0.8579,0.1868,0.0,0.0,0.0,0.2941,0.4118,0.2941,0,2,16,0.7795,0.6564,0.8128,8.6806,10,6
1144,1554500,17,11100,11083,1744,1744.0,1744.0,0.5843,0.7325,0.0964,17,0.5843,0.4625,0.5825,0.6825,0.7075,0.1759,2.2125,0.0947,0.3413,0.8554,0.1783,0.0,0.0,0.0,0.2941,0.4706,0.2353,0,0,16,0.7795,0.6564,0.8128,8.6806,0,0
1144,1555000,16,11100,11084,2244,2244.0,2244.0,0.7133,0.8992,0.1146,16,0.7133,0.5742,0.7117,0.8054,0.8617,0.1659,2.18,0.1084,0.3138,0.8376,0.1807,0.0,0.0,0.0,0.125,0.5,0.375,0,1,16,0.761,0.6577,0.815,8.474,13,7
1144,1555500,16,11100,11084,2744,2744.0,2744.0,0.8456,0.9659,0.0985,16,0.8456,0.7159,0.8159,0.9471,0.9659,0.1649,2.0613,0.1216,0.2988,0.8357,0.2013,0.0,0.0,0.0,0.0625,0.5,0.4375,0,0,16,0.761,0.6577,0.815,8.474,0,0
1145,1556000,20,11120,11100,244,244.0,244.0,0.0788,0.149,0.0304,20,0.0788,0.049,0.0736,0.0996,0.1245,0.2067,2.4282,0.0493,0.4402,0.9078,0.158,0.0,0.0,0.0,0.25,0.4,0.35,20,16,17,0.8811,0.6684,0.8268,9.8117,285,48
1145,1556500,17,11120,11103,744,744.0,744.0,0.2473,0.3762,0.0659,17,0.2473,0.1732,0.226,0.2939,0.3508,0.1463,1.7131,0.0796,0.3044,0.9038,0.123,0.0,0.0,0.0,0.1765,0.2941,0.5294,0,3,17,0.8811,0.6684,0.8272,9.8116,1,7
1145,1557000,16,11120,11104,1244,1244.0,1244.0,0.43,0.677,0.1014,16,0.43,0.3257,0.4351,0.4801,0.54,0.1578,1.9746,0.0988,0.3312,0.9052,0.1161,0.0,0.0,0.0,0.25,0.5,0.25,0,1,17,0.8898,0.6679,0.8266,9.9088,3,5
1145,1557500,16,11120,11104,1744,1744.0,1744.0,0.5945,0.8325,0.1174,16,0.5945,0.4532,0.595,0.6575,0.745,0.1574,2.0079,0.1173,0.3304,0.9143,0.1201,0.0,0.0,0.0,0.1875,0.4375,0.375,0,0,17,0.8898,0.6679,0.8266,9.9088,0,0
1146,1558000,20,11126,11106,2244,1575.0,2244.0,0.524,0.8992,0.351,14,0.7456,0.6317,0.7492,0.8367,0.8917,0.2258,2.371,0.0362,0.429,0.8506,0.3348,0.05,0.0,0.0,0.3,0.35,0.3,6,2,6,0.8999,0.665,0.8229,10.021,14,7
1146,1558500,19,11126,11107,2744,2039.8,2744.0,0.6418,0.9659,0.343,19,0.6418,0.1489,0.7909,0.9534,0.9659,0.1615,2.1043,-0.0089,0.3246,0.8938,0.1574,0.0,0.0,0.0,0.3158,0.3158,0.3684,0,1,6,0.901,0.6665,0.8243,10.0333,16,7
1147,1559000,20,11140,11120,1014,475.0,244.0,0.1521,0.3553,0.1102,20,0.1521,0.0708,0.0995,0.2407,0.3376,0.2272,2.571,-0.0533,0.4873,0.9095,0.1661,0.0,0.0,0.0,0.35,0.3,0.35,14,13,12,0.8694,0.661,0.8188,9.6812,244,58
1147,1559500,19,11140,11121,1514,987.2,744.0,0.3209,0.5769,0.116,19,0.3209,0.2008,0.2761,0.4019,0.482,0.2014,2.1148,0.0381,0.4497,0.9385,0.128,0.0,0.0,0.0,0.3158,0.5263,0.1579,0,1,12,0.865,0.6622,0.8192,9.6318,0,2
1147,1560000,19,11140,11121,2014,1487.2,1244.0,0.4703,0.6935,0.1219,19,0.4703,0.3264,0.4524,0.5185,0.6685,0.2078,2.3318,0.0386,0.4652,0.9323,0.1183,0.0,0.0,0.0,0.3684,0.4737,0.1579,0,0,12,0.865,0.6622,0.8192,9.6318,0,0
1147,1560500,19,11140,11121,2514,1987.2,1744.0,0.6189,0.8102,0.1173,19,0.6189,0.4575,0.6075,0.6852,0.8081,0.2045,2.3715,0.0371,0.4433,0.9119,0.1491,0.0,0.0,0.0,0.3158,0.4211,0.2632,0,0,12,0.865,0.6622,0.8192,9.6318,0,0
1148,1561000,20,11147,11127,2244,1463.5,2244.0,0.4605,0.8742,0.3404,13,0.705,0.6242,0.6992,0.7492,0.7942,0.2085,2.1477,0.0723,0.4877,0.9788,0.0247,0.0,0.0,0.0,0.3,0.4,0.3,7,6,7,0.8773,0.6645,0.8214,9.7693,82,15
1148,1561500,20,11147,11127,2744,1963.5,2744.0,0.6055,0.9659,0.3268,20,0.6055,0.152,0.7909,0.8471,0.9409,0.1716,2.0639,0.0728,0.4006,0.9722,0.0233,0.0,0.0,0.0,0.25,0.4,0.35,0,0,7,0.8773,0.6645,0.8214,9.7693,0,0
1149,1562000,19,11160,11141,1014,487.2,244.0,0.1639,0.455,0.1374,19,0.1639,0.0488,0.0988,0.2925,0.3859,0.2082,2.3393,0.0896,0.4562,0.9168,0.1467,0.0,0.0,0.0,0.3158,0.3684,0.3158,13,14,13,0.867,0.6617,0.8176,9.6542,208,26
1149,1562500,18,11160,11142,1514,1000.7,744.0,0.3478,0.6269,0.143,18,0.3478,0.1859,0.3134,0.4519,0.5419,0.1867,2.1699,0.0545,0.4001,0.9016,0.1439,0.0,0.0,0.0,0.2778,0.2778,0.4444,0,1,13,0.8786,0.6614,0.818,9.7833,0,1
1149,1563000,17,11160,11143,2014,1515.8,1244.0,0.5201,0.7685,0.159,17,0.5201,0.3115,0.5018,0.6935,0.7285,0.1711,2.2544,0.0938,0.372,0.9218,0.1145,0.0,0.0,0.0,0.2353,0.3529,0.4118,0,1,13,0.8785,0.6617,0.8188,9.7823,1,1
1149,1563500,16,11160,11144,2514,2032.8,1744.0,0.6788,0.9352,0.1641,16,0.6788,0.4575,0.67,0.8602,0.8852,0.1639,2.0079,0.0787,0.3528,0.9178,0.1146,0.0,0.0,0.0,0.25,0.375,0.375,0,1,13,0.8897,0.6602,0.8176,9.9071,2,2
1150,1564000,20,11170,11150,2244,1129.0,1129.0,0.3547,0.8992,0.3624,10,0.7067,0.5467,0.7117,0.7867,0.8767,0.2231,2.3282,-0.1729,0.4688,0.8926,0.2166,0.0,0.0,0.0,0.5,0.25,0.25,10,6,10,0.8556,0.6662,0.8235,9.5276,122,19
1150,1564500,20,11170,11150,2744,1629.0,1629.0,0.4969,0.9659,0.3391,20,0.4969,0.1272,0.4476,0.8471,0.9659,0.1814,2.0855,-0.0977,0.382,0.895,0.174,0.0,0.0,0.0,0.3,0.2,0.5,0,0,10,0.8556,0.6662,0.8235,9.5276,0,0
1151,1565000,20,11181,11161,1014,590.5,244.0,0.1931,0.3561,0.1262,20,0.1931,0.0491,0.1742,0.3304,0.356,0.1642,1.871,-0.0049,0.3722,0.9086,0.1539,0.0,0.0,0.0,0.2,0.2,0.6,11,11,11,0.8681,0.665,0.8219,9.6665,162,24
1151,1565500,19,11181,11162,1514,1108.7,744.0,0.3746,0.5269,0.117,19,0.3746,0.216,0.4012,0.468,0.5069,0.1262,1.6574,-0.0064,0.2734,0.9311,0.1095,0.0,0.0,0.0,0.2632,0.2105,0.5263,0,1,11,0.8641,0.6649,0.8208,9.6222,1,3
1151,1566000,19,11181,11162,2014,1608.7,1244.0,0.5234,0.7435,0.1171,19,0.5234,0.3956,0.5435,0.5935,0.6785,0.1172,1.403,0.0173,0.2578,0.94,0.0839,0.0,0.0,0.0,0.2105,0.2105,0.5789,0,0,11,0.8641,0.6649,0.8208,9.6222,0,0
1151,1566500,19,11181,11162,2514,2108.7,1744.0,0.6689,0.8602,0.1126,19,0.6689,0.5275,0.6852,0.7352,0.8152,0.1279,1.7143,0.0259,0.2594,0.915,0.1244,0.0,0.0,0.0,0.2632,0.2105,0.5263,0,0,11,0.8641,0.6649,0.8208,9.6222,0,0
1152,1567000,20,11191,11171,2244,1129.0,1129.0,0.3685,0.8992,0.3707,10,0.7342,0.6442,0.7367,0.7742,0.8317,0.1729,2.2568,-0.067,0.3468,0.8962,0.1805,0.0,0.0,0.0,0.4,0.2,0.4,10,9,9,0.9105,0.658,0.8172,10.1388,131,22
1152,1567500,20,11191,11171,2744,1629.0,1629.0,0.5034,0.9659,0.3548,20,0.5034,0.1291,0.4727,0.8346,0.8984,0.1806,2.1639,-0.0747,0.3703,0.902,0.1784,0.0,0.0,0.0,0.4,0.25,0.35,0,0,9,0.9105,0.658,0.8172,10.1388,0,0
1153,1568000,20,11202,11182,1014,590.5,244.0,0.1888,0.4309,0.1346,20,0.1888,0.049,0.1369,0.3059,0.3587,0.1911,2.1477,-0.0599,0.4322,0.9417,0.0894,0.0,0.0,0.0,0.45,0.3,0.25,11,11,11,0.9007,0.6601,0.8209,10.0293,175,37
1153,1568500,17,11202,11185,1514,1151.6,1514.0,0.393,0.6519,0.1565,17,0.393,0.1984,0.4269,0.5019,0.5719,0.1772,2.0216,-0.0277,0.3954,0.9436,0.0778,0.0,0.0,0.0,0.2941,0.3529,0.3529,0,3,11,0.8908,0.6592,0.8212,9.9196,0,6
1153,1569000,15,11202,11187,2014,1706.0,2014.0,0.5799,0.7685,0.1226,15,0.5799,0.3726,0.6022,0.656,0.7085,0.1462,1.7465,-0.0243,0.3272,0.9586,0.0591,0.0,0.0,0.0,0.2667,0.2667,0.4667,0,2,11,0.8881,0.66,0.8221,9.8895,2,4
1153,1569500,15,11202,11187,2514,2206.0,2514.0,0.7391,0.9352,0.1193,15,0.7391,0.5375,0.7602,0.7977,0.8402,0.1338,1.5301,-0.0261,0.3037,0.9652,0.0481,0.0,0.0,0.0,0.2667,0.2667,0.4667,0,0,11,0.8881,0.66,0.8221,9.8895,0,0
1154,1570000,20,11216,11196,2244,683.0,14.0,0.2367,0.8992,0.3569,6,0.7742,0.6492,0.7867,0.8679,0.8867,0.2181,2.5016,0.051,0.4708,0.9095,0.1709,0.0,0.0,0.0,0.3,0.35,0.35,14,9,13,0.8932,0.6618,0.8227,9.9459,162,28
1154,1570500,20,11216,11196,2744,1183.0,514.0,0.3881,0.9659,0.3363,20,0.3881,0.126,0.2042,0.7284,0.9659,0.1669,1.9394,0.1206,0.3689,0.9372,0.1096,0.0,0.0,0.0,0.2,0.45,0.35,0,0,13,0.8932,0.6618,0.8227,9.9459,0,0
1155,1571000,20,11222,11202,1014,783.0,1014.0,0.2624,0.4512,0.1336,20,0.2624,0.0721,0.3023,0.3623,0.4305,0.1786,1.9037,0.2237,0.4007,0.9389,0.0871,0.0,0.0,0.0,0.2,0.55,0.25,6,6,6,0.8955,0.6642,0.8272,9.9715,111,16
1155,1571500,20,11222,11202,1514,1283.0,1514.0,0.4211,0.6769,0.1518,20,0.4211,0.2208,0.4173,0.5331,0.6069,0.1656,2.02,0.2384,0.3617,0.929,0.1141,0.0,0.0,0.0,0.15,0.6,0.25,0,0,6,0.8955,0.6642,0.8272,9.9715,0,0
1155,1572000,18,11222,11204,2014,1842.9,2014.0,0.5854,0.8685,0.1467,18,0.5854,0.4636,0.556,0.706,0.766,0.1633,2.0986,0.213,0.3549,0.9269,0.1262,0.0,0.0,0.0,0.1667,0.6667,0.1667,0,2,6,0.8922,0.6639,0.8288,9.9353,7,6
1155,1572500,17,11222,11205,2514,2378.1,2514.0,0.7406,0.9352,0.1151,17,0.7406,0.6352,0.6852,0.8602,0.9052,0.1424,2.0192,0.1547,0.3195,0.9286,0.1045,0.0,0.0,0.0,0.1176,0.5294,0.3529,0,1,6,0.9004,0.6641,0.8285,10.0267,1,0
1156,1573000,20,11239,11219,2244,348.5,14.0,0.131,0.8992,0.3022,3,0.8492,0.8092,0.8492,0.8742,0.8892,0.2487,2.3211,-0.0141,0.5718,0.9435,0.1092,0.0,0.0,0.0,0.35,0.3,0.35,17,14,14,0.8882,0.6695,0.8302,9.8904,218,29
1156,1573500,20,11239,11219,2744,848.5,514.0,0.2948,0.9659,0.2815,20,0.2948,0.1291,0.1897,0.2107,0.9434,0.1859,2.1414,0.0656,0.3991,0.9145,0.16,0.0,0.0,0.0,0.25,0.35,0.4,0,0,14,0.8882,0.6695,0.8302,9.8904,0,0
1156,1574000,16,11239,11223,1014,1014.0,1014.0,0.336,0.5289,0.069,16,0.336,0.2585,0.3308,0.3609,0.4051,0.2128,2.5778,0.033,0.4256,0.8733,0.2055,0.0,0.0,0.0,0.375,0.375,0.25,0,4,14,0.8912,0.6676,0.8257,9.9235,67,16
1156,1574500,15,11239,11224,1514,1514.0,1514.0,0.5218,0.7769,0.1145,15,0.5218,0.394,0.5019,0.5394,0.6919,0.1946,2.4989,0.024,0.3909,0.8894,0.182,0.0,0.0,0.0,0.3333,0.3333,0.3333,0,1,14,0.9044,0.6672,0.8259,10.0712,4,6
1156,1575000,15,11239,11224,2014,2014.0,2014.0,0.6613,0.8685,0.1084,15,0.6613,0.5535,0.6185,0.731,0.8285,0.1927,2.2826,0.0351,0.3883,0.8923,0.1851,0.0,0.0,0.0,0.2667,0.4,0.3333,0,0,14,0.9044,0.6672,0.8259,10.0712,0,0
1157,1575500,20,11245,11225,2514,1839.3,2514.0,0.5903,0.9352,0.3341,20,0.5903,0.0736,0.7352,0.8602,0.9352,0.1914,2.3211,0.1552,0.3877,0.8738,0.1924,0.0,0.0,0.0,0.2,0.55,0.25,6,1,6,0.8906,0.6694,0.8261,9.9172,8,4
1158,1576000,20,11259,11239,765,239.3,14.0,0.0773,0.3531,0.1184,6,0.2468,0.1631,0.2355,0.3116,0.3417,0.162,1.8192,0.2471,0.3517,0.938,0.1355,0.0,0.0,0.0,0.2,0.7,0.1,14,14,13,0.8876,0.6651,0.8244,9.8837,256,28
1158,1576500,19,11259,11240,1265,711.6,514.0,0.2407,0.5569,0.1264,19,0.2407,0.1291,0.2039,0.2744,0.4248,0.1224,1.7832,0.1624,0.2504,0.9323,0.1213,0.0,0.0,0.0,0.0526,0.4211,0.5263,0,1,13,0.8778,0.6655,0.8253,9.7742,0,0
1158,1577000,18,11259,11241,1765,1222.6,1014.0,0.4122,0.7103,0.1282,18,0.4122,0.2725,0.3682,0.4308,0.5978,0.1497,1.7223,0.1077,0.3173,0.9288,0.1184,0.0,0.0,0.0,0.1667,0.4444,0.3889,0,1,13,0.886,0.665,0.8258,9.8662,2,4
1158,1577500,17,11259,11242,2265,1690.7,1514.0,0.5725,0.852,0.1129,17,0.5725,0.4669,0.5519,0.6269,0.692,0.1354,1.4837,0.0862,0.2991,0.942,0.0885,0.0,0.0,0.0,0.1765,0.3529,0.4706,0,1,13,0.8906,0.6649,0.8263,9.9173,3,2
1158,1578000,16,11259,11243,2765,2154.8,2014.0,0.7029,0.9687,0.1284,16,0.7029,0.5685,0.6935,0.7749,0.8811,0.1377,1.5306,0.1271,0.3152,0.934,0.0863,0.0,0.0,0.0,0.125,0.375,0.5,0,1,13,0.8894,0.6641,0.825,9.9037,14,4
1159,1578500,19,11266,11247,2514,1685.4,2514.0,0.5473,0.9352,0.3658,19,0.5473,0.0736,0.7352,0.8352,0.9352,0.1289,1.5288,0.059,0.3151,0.9602,0.046,0.0,0.0,0.0,0.1579,0.2632,0.5789,7,4,7,0.9134,0.6624,0.823,10.1712,59,13
1160,1579000,20,11279,11259,765,276.9,14.0,0.0822,0.3047,0.1117,7,0.2296,0.183,0.2301,0.2555,0.2902,0.2341,2.1577,0.0204,0.4664,0.8968,0.2898,0.05,0.0,0.0,0.25,0.25,0.45,13,12,12,0.8825,0.6624,0.8176,9.8272,227,36
1160,1579500,20,11279,11259,1265,776.9,514.0,0.2412,0.4561,0.1163,20,0.2412,0.1294,0.1792,0.362,0.4321,0.1529,2.0087,0.195,0.3319,0.9232,0.1092,0.0,0.0,0.0,0.1,0.5,0.4,0,0,12,0.8825,0.6624,0.8176,9.8272,0,0
1160,1580000,20,11279,11259,1765,1276.8,1014.0,0.39,0.6353,0.1366,20,0.39,0.2548,0.3242,0.5166,0.6128,0.1524,1.871,0.1729,0.3264,0.9141,0.109,0.0,0.0,0.0,0.15,0.45,0.4,0,0,12,0.8825,0.6624,0.8176,9.8272,0,0
1160,1580500,20,11279,11259,2265,1776.8,1514.0,0.545,0.852,0.1411,20,0.545,0.4018,0.513,0.6082,0.7795,0.1436,2.0842,0.1764,0.2997,0.9038,0.1164,0.0,0.0,0.0,0.15,0.45,0.4,0,0,12,0.8825,0.6624,0.8176,9.8272,0,0
1160,1581000,20,11279,11259,2765,2276.8,2014.0,0.6723,0.9687,0.153,20,0.6723,0.491,0.6685,0.7311,0.8962,0.1429,1.9772,0.1612,0.2982,0.9065,0.1143,0.0,0.0,0.0,0.1,0.4,0.5,0,0,12,0.8825,0.6624,0.8176,9.8272,0,0
1161,1581500,20,11287,11267,2514,1614.4,2514.0,0.4709,0.9102,0.3314,20,0.4709,0.0538,0.6227,0.7602,0.8202,0.1376,1.72,0.2635,0.257,0.8861,0.1716,0.0,0.0,0.0,0.0,0.5,0.5,8,8,7,0.8403,0.6647,0.8197,9.3577,114,21
1162,1582000,20,11299,11279,765,314.4,14.0,0.1054,0.4046,0.1353,8,0.2593,0.1661,0.2514,0.3116,0.3526,0.2218,2.2037,0.0767,0.48,0.9009,0.1857,0.0,0.0,0.0,0.2,0.4,0.4,12,12,10,0.7972,0.6704,0.8268,8.8769,171,33
1162,1582500,20,11299,11279,1265,814.4,514.0,0.2667,0.5813,0.1548,20,0.2667,0.1149,0.2037,0.3541,0.5113,0.1579,1.7855,0.1528,0.3178,0.9083,0.1692,0.0,0.0,0.0,0.05,0.4,0.55,0,0,10,0.7972,0.6704,0.8268,8.8769,0,0
1162,1583000,18,11299,11281,1765,1306.1,1014.0,0.4241,0.7353,0.1523,18,0.4241,0.2791,0.3797,0.5478,0.6428,0.1655,2.211,0.1827,0.3653,0.9375,0.1232,0.0,0.0,0.0,0.2222,0.5,0.2778,0,2,10,0.7658,0.6678,0.8237,8.5272,3,5
1162,1583500,17,11299,11282,2265,1779.1,1514.0,0.5934,0.877,0.1533,17,0.5934,0.4269,0.6019,0.702,0.802,0.1758,2.0875,0.1177,0.3573,0.9072,0.2182,0.0,0.0,0.0,0.2353,0.5294,0.2353,0,1,10,0.7808,0.6673,0.8234,8.6951,3,2
1162,1584000,17,11299,11282,2765,2279.1,2014.0,0.7322,0.9687,0.1663,17,0.7322,0.5585,0.7435,0.8687,0.9687,0.1805,1.9254,0.1207,0.3491,0.8929,0.2761,0.0,0.0,0.0,0.2353,0.5294,0.2353,0,0,10,0.7808,0.6673,0.8234,8.6951,0,0
1163,1584500,20,11309,11289,2514,1389.5,1389.5,0.4238,0.9352,0.3472,20,0.4238,0.0539,0.3504,0.7602,0.8852,0.1713,2.0884,0.1826,0.3498,0.9082,0.2753,0.0,0.0,0.0,0.2,0.5,0.3,10,7,10,0.8203,0.664,0.8211,9.1341,126,23
1164,1585000,20,11319,11299,765,389.5,389.5,0.1298,0.3305,0.1311,10,0.2569,0.2052,0.2426,0.2929,0.3287,0.2149,2.3427,0.1591,0.4922,0.9396,0.1086,0.0,0.0,0.0,0.25,0.5,0.25,10,10,10,0.8698,0.6655,0.8253,9.6853,154,22
1164,1585500,19,11319,11300,1265,869.7,514.0,0.3002,0.5052,0.1397,19,0.3002,0.1295,0.2295,0.4317,0.4857,0.1473,2.0043,0.3481,0.3235,0.9402,0.101,0.0,0.0,0.0,0.0526,0.6316,0.3158,0,1,10,0.8763,0.6651,0.8251,9.758,2,3
1164,1586000,19,11319,11300,1765,1369.7,1014.0,0.4488,0.7103,0.1416,19,0.4488,0.2761,0.4399,0.5853,0.6103,0.1458,2.0763,0.3482,0.3194,0.9376,0.1097,0.0,0.0,0.0,0.1053,0.6316,0.2632,0,0,10,0.8763,0.6651,0.8251,9.758,0,0
1164,1586500,19,11319,11300,2265,1869.7,1514.0,0.6084,0.902,0.1558,19,0.6084,0.4469,0.552,0.7145,0.822,0.1418,1.7863,0.3533,0.3054,0.9339,0.1174,0.0,0.0,0.0,0.0,0.6842,0.3158,0,0,10,0.8763,0.6651,0.8251,9.758,0,0
1164,1587000,19,11319,11300,2765,2369.7,2014.0,0.7278,0.9687,0.1321,19,0.7278,0.5935,0.6935,0.8312,0.9287,0.1313,1.6383,0.3727,0.2752,0.9306,0.1284,0.0,0.0,0.0,0.0,0.7368,0.2632,0,0,10,0.8763,0.6651,0.8251,9.758,0,0
1165,1587500,20,11329,11309,2514,1389.5,1389.5,0.4239,0.8602,0.3424,20,0.4239,0.0514,0.4069,0.7477,0.8127,0.1995,2.115,0.1531,0.4315,0.8899,0.1687,0.0,0.0,0.0,0.15,0.6,0.25,10,9,10,0.8788,0.6626,0.8218,9.7859,149,33
1166,1588000,20,11340,11320,765,351.9,14.0,0.1174,0.427,0.1415,9,0.2573,0.1545,0.2288,0.3549,0.3698,0.2211,2.166,-0.0796,0.4855,0.9116,0.1406,0.0,0.0,0.0,0.4,0.3,0.3,11,11,10,0.8604,0.662,0.8193,9.5812,158,39
1166,1588500,18,11340,11322,1265,806.1,514.0,0.2739,0.6225,0.1679,18,0.2739,0.1036,0.217,0.3476,0.5561,0.1828,1.9049,-0.0139,0.4121,0.9206,0.0895,0.0,0.0,0.0,0.3333,0.2778,0.3889,0,2,10,0.8716,0.6596,0.8142,9.7058,1,3
1166,1589000,15,11340,11325,1765,1364.5,1014.0,0.4835,0.8103,0.1895,15,0.4835,0.2623,0.4353,0.6207,0.7803,0.1661,1.8323,0.0346,0.3797,0.9187,0.0783,0.0,0.0,0.0,0.2667,0.4,0.3333,0,3,10,0.8653,0.6596,0.8119,9.636,1,3
1167,1589500,20,11346,11326,2265,1377.2,1514.0,0.4816,0.902,0.2895,20,0.4816,0.0847,0.4644,0.7082,0.902,0.1527,1.766,0.0133,0.3313,0.9076,0.1123,0.0,0.0,0.0,0.35,0.4,0.25,6,1,6,0.8507,0.6579,0.8146,9.4731,2,0
1167,1590000,20,11346,11326,2765,1877.2,2014.0,0.6092,0.9687,0.2597,20,0.6092,0.236,0.5936,0.831,0.9687,0.1447,1.6842,0.0686,0.309,0.8895,0.1199,0.0,0.0,0.0,0.2,0.4,0.4,0,0,6,0.8507,0.6579,0.8146,9.4731,0,0
1168,1590500,20,11352,11332,2514,1477.2,1307.0,0.4674,0.9352,0.2961,20,0.4674,0.0538,0.5274,0.7102,0.8202,0.1499,1.5129,0.0666,0.3265,0.8958,0.0916,0.0,0.0,0.0,0.2,0.35,0.45,6,6,6,0.8697,0.661,0.8185,9.6851,117,19
1169,1591000,20,11360,11340,1807,777.2,765.0,0.2515,0.7659,0.2613,12,0.4173,0.1814,0.3846,0.5722,0.7109,0.1812,1.9464,0.1278,0.3157,0.8461,0.342,0.05,0.0,0.0,0.2,0.35,0.4,8,8,8,0.8644,0.6555,0.8147,9.6255,138,23
1169,1591500,19,11360,11341,2307,1277.8,1265.0,0.4105,0.9076,0.2514,19,0.4105,0.1447,0.3741,0.5701,0.8126,0.1485,1.7002,0.1533,0.3173,0.8779,0.1043,0.0,0.0,0.0,0.1579,0.4211,0.4211,0,1,8,0.8682,0.6564,0.8157,9.668,0,0
1169,1592000,17,11360,11343,2807,1762.2,1765.0,0.5643,0.9743,0.2469,17,0.5643,0.2759,0.5103,0.6743,0.9593,0.1517,1.7839,0.1958,0.3222,0.8829,0.1068,0.0,0.0,0.0,0.1176,0.4706,0.4118,0,2,8,0.8715,0.6561,0.814,9.7049,9,7
